2012
7
41317.000000	10.000000
41499.000000	11.000000
41683.000000	12.000000
42048.000000	13.000000
42413.000000	14.000000
42778.000000	15.000000
43144.000000	16.000000
43509.000000	17.000000
43874.000000	18.000000
44239.000000	19.000000
44786.000000	20.000000
45151.000000	21.000000
45516.000000	22.000000
46247.000000	23.000000
47161.000000	24.000000
47892.000000	25.000000
48257.000000	26.000000
48804.000000	27.000000
49169.000000	28.000000
49534.000000	29.000000
50083.000000	30.000000
50630.000000	31.000000
51179.000000	32.000000
53736.000000	33.000000
54832.000000	34.000000
56109.000000	35.000000
